,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
MYO18A,-0.281453788,-0.492012497,0.562588241,-0.772426231,-0.266928573,-0.187254519,1.507739258,-0.045923753,0.974829866,0.164478577,-0.791562363,0.297304753,-0.17403488,-0.314965998,-0.350541978,0.144583284,0.178996001,0.074354495,-0.522441133,0.411845395,0.396322344,0.180469139,0.323854807,0.22416217,0.292646464,0.460928294,0.344257242,0.462732095,1.713780015,0.147784244,-0.174192726,-0.41686459,1.152458991,-0.811488422,-0.210785878,-0.002991656,0.000802676,-0.064093928,-0.069622534,0.368656208,-0.019736264,0.28008371,-0.337007286,0.354032035,-0.092650273,0.089526984,0.567282709,-0.464079546,-0.192866517,-0.029067252,0.21665114,-0.00517613,0.262271925,-0.360998538,-0.85838868,-0.014754944,0.173275058,-0.71268792,0.110132131,0.375067192
LARP4B,0.10467894,0.195302829,-0.163634302,0.846070417,0.158151651,-0.18641058,0.003825895,-0.155931389,-0.202593927,0.940377868,-0.880294995,-0.198161393,0.035446277,1.126600752,-0.046227611,0.097649688,-0.076581674,0.781611938,0.16162256,-1.063840856,-0.312723819,0.894472418,-0.02043185,-0.3504574,0.364705565,-0.041569813,-0.536234655,0.050397839,0.204677298,0.476504291,0.467483084,-0.55678921,-0.104075816,-0.699742359,-0.139165475,0.378617949,-0.409572256,-0.068586115,0.225144564,-0.607536592,0.155676875,0.158044164,0.537500948,0.020265782,-0.273520524,-0.309494571,0.154205674,-0.138277852,-0.026853818,-0.005830357,0.637595473,0.730461128,-0.255781437,0.249396981,0.502427796,-0.603219393,-0.211588168,0.195780564,-0.064343405,-0.028548007
GCN1,0.095841211,-0.809730096,-0.541969294,0.47774141,0.392391841,-0.340237615,-0.77790698,-0.509159189,0.276647536,0.559172883,-0.298937867,0.085925469,-0.037032466,-0.508751661,0.027874853,0.293278732,-0.31080527,0.376529485,0.12605516,-0.566376365,-0.057583078,0.517221455,-0.114999957,0.655071126,0.143969927,-0.251471103,-0.32314533,0.369630717,-0.085407043,-0.068470031,-0.212451926,-0.683809664,0.354241932,0.191074779,-0.54490774,0.030676591,-0.464169855,-0.277524504,0.144881427,-0.115705172,-0.155079281,-0.168582591,0.484570603,-0.296546708,-0.307254833,-0.11218482,0.179270655,-0.401294187,0.352616871,-0.302126428,0.01240227,0.017454625,-0.28148853,-0.368862942,-0.062256533,-0.227832596,0.149931105,-0.08245631,0.229077744,-0.219912128
ARHGAP45,0.392053708,-0.89670421,0.060212668,-0.957754821,-0.188243942,-0.21392959,-0.002739416,0.729582175,-0.061078175,-0.547862127,-0.690345813,0.100237504,-0.117036202,-0.731533611,0.160143039,-0.383629639,-0.210222416,-0.940537275,-0.054825991,-0.415729646,0.794643438,-0.681925439,-0.243068243,-0.41421509,0.246061402,0.220491418,0.649035682,-0.44862898,-0.058904755,0.048456792,-0.478242997,-0.249604496,-0.332498954,-0.966681505,0.178941398,-0.150061811,0.097050076,-0.0827007,-0.345212081,0.621151149,0.279918864,0.308204301,0.418586327,0.769097787,0.158121369,-0.181771689,-0.07796356,-0.798773364,-0.148509003,-0.012679939,0.382409914,-0.04395811,0.40362693,-0.372331206,-0.842861505,-0.424740479,1.467365336,-1.132741471,-0.248828914,0.119328972
DHX38,-0.442840687,-0.045940479,0.459743938,1.310131975,0.026928225,0.559860437,0.002198276,0.05869953,0.249762884,0.270406635,-0.044054435,-0.237194311,-0.166191573,0.018270728,-0.161677186,-0.276448664,-0.513990528,-0.155424767,0.037368274,-0.308516363,-0.136113107,0.037650748,0.844898581,0.594738707,0.141914719,-0.361371625,-0.129376657,0.09528157,-0.12288704,-0.224436478,-0.898424501,-0.349590803,-0.250481537,-0.214092968,-0.106942589,-0.138815468,0.953423224,-0.377640465,-0.175932439,-0.043060202,0.215228329,-0.318355171,0.165771052,-0.360982655,0.172065188,-0.270376447,-0.282965085,0.21367319,0.322850149,-0.0784072,-0.053841163,0.340692797,0.125887241,0.043959072,-0.203156169,0.342325133,0.160329907,0.001910205,-0.041039154,0.045524516
NUP205,0.046641108,0.26129921,0.068863056,0.319782371,0.239321788,0.241781042,-0.148854533,0.03816448,0.041036943,0.089547439,0.21317147,-0.024403588,-0.200877863,0.228271074,0.164007088,0.054722394,-0.106450477,-0.191788845,-0.13302214,0.14542417,0.016858589,0.070633958,0.09144775,0.774033549,-0.01785,0.037423,-0.326657992,0.527198822,0.017233078,0.07856099,0.178781962,-0.352747253,0.134550078,0.381708632,0.043607929,0.352281319,0.132056593,0.089512179,-0.063968388,-0.07515069,-0.203858649,-0.18983516,-0.034182388,-0.398481287,-0.261411697,-0.222044389,-0.177891322,0.165148393,0.299908014,-0.292559874,-0.103022723,0.010117825,0.062179152,0.172101862,0.457101077,-0.229956382,-0.09278842,0.600554649,-0.181577213,-0.162180356
TTC9,-0.807136493,-0.569674839,0.196907825,0.422528297,1.282285024,1.948289569,-0.043181238,-0.150771304,0.076338792,-1.251036389,0.686666965,-0.421207165,0.374687084,-0.344875057,0.120711252,0.322483088,-0.352857033,-0.279143564,0.498377192,0.049233403,0.246943639,0.493008566,0.299876116,0.116377537,0.604897374,-0.911124657,0.258102989,0.002238039,0.093408871,0.62123608,-0.111149436,0.302042873,-0.681317482,-0.550471492,0.157573626,-0.185705326,0.224485873,-0.665209907,-1.369906992,-0.806744462,0.111126018,-0.518441308,-0.663528209,-0.492436226,0.278019613,-0.643476273,0.041988382,-0.465519592,0.119031837,-0.028540434,-0.879130531,-0.704524873,-0.351108733,0.520988302,-0.324278427,-0.131788479,0.695545871,-0.819754293,-0.325079882,0.080603106
ANKS1A,-0.168961055,0.756322534,0.285913458,0.388273542,0.39124782,0.34196379,-0.177491601,-0.179522167,-0.054798883,0.204657872,0.475717415,-0.206036263,-0.0954505,0.271543092,-0.302920611,0.272715963,0.047474462,0.195469789,0.222320107,-0.092637775,0.271565301,0.55031881,-0.095410693,1.171166027,-0.144164996,-0.344652049,-0.331621302,0.226447582,0.240035643,0.205332684,0.084480403,-0.058239067,-0.077504295,0.303690627,0.247121098,0.222739664,-0.034151631,0.055778176,0.211589006,0.001879314,0.023735678,0.378418632,-0.207068645,-0.031916938,-0.120462204,-0.266796281,0.700246336,0.503716711,-0.012702026,-0.143283929,-0.084039076,-0.04278602,0.082932533,0.187267546,-0.164152967,0.13209916,-0.054883972,-0.289109848,-0.234706463,0.168105328
PXDN,-0.077860368,-0.077336145,-1.130308742,0.94038302,0.267738827,-0.291938739,-0.941158622,-0.218370551,-0.348288971,0.266204994,1.269342783,0.709301939,-0.271082567,0.375345205,-0.741222954,-0.247652843,0.250522438,-0.492119882,-0.366804856,0.310657798,0.43054738,-1.592872828,-0.100536982,-0.389361093,-0.096725046,0.123931504,-0.099142153,-0.407949522,-0.631239546,-0.381265694,-0.978968373,-0.180884233,1.357765746,-0.58269802,-0.644940535,-0.287038349,-0.332519128,-0.388412338,-0.046433305,-0.751176779,-0.808405973,-1.271636547,0.052463813,-0.919946507,-0.316789508,-0.10557567,-0.194285227,-0.732166644,1.193676592,1.112100896,-0.164772238,0.11643356,0.040155331,0.579801163,1.508893102,0.199495933,-0.476277203,-0.461044615,0.536098767,-0.153089616
SGCD,-0.406732373,-0.549746917,1.190458189,-0.863017264,-0.600918875,-0.14629043,0.93997323,1.768103902,-0.612511783,-0.63639794,-0.635261296,0.95107709,0.917681894,-0.606145803,0.308797714,0.46922178,1.215943652,-0.595309675,-0.268792668,0.767609367,-0.110122609,-1.23703458,0.184518613,0.07599652,1.058465977,0.751400201,1.031319283,-0.921515295,-0.792272836,-0.259360086,0.636204295,1.096368707,-1.026670627,-1.183512514,-0.958938187,-0.157359066,1.172458161,-0.108213383,-0.554587353,0.586433843,0.026266879,0.137981177,-1.026499026,0.158062042,1.464398021,1.30665844,0.11518279,-0.081032308,-0.673686937,0.18637032,-0.029985731,-0.361714375,0.835159205,1.867574823,-0.693932713,0.192495423,0.722810394,-0.706849978,0.631769917,0.358936402
NSMAF,0.215280343,-0.182547358,-0.117256287,0.129340965,-0.024374885,0.351529531,-0.044061673,0.958610689,-0.227409155,-0.307911791,-0.475447923,0.063939587,1.077845946,-0.139582732,0.008723846,0.418328428,0.389744635,0.429606172,0.18447126,-0.085541656,0.103070048,-0.019416067,-0.545481497,0.260984853,1.445877158,0.001716415,0.165631902,-0.408228501,0.170576758,-0.170007836,-0.692905744,0.349272244,0.171494837,-0.125271063,0.256782603,1.034388771,-0.036536803,-0.061340643,-0.632147021,1.247109189,-0.183925355,-0.034356795,0.031308575,-0.300003272,-0.399862452,0.143748473,-0.461763567,-0.048922722,-0.121883368,0.190249138,0.649611197,-0.335082591,0.193407674,0.22621083,-0.053440593,-0.095895537,0.802310893,-0.518874624,0.075448138,-0.391635425
PIGK,-0.181634993,-0.250976103,0.383331983,0.27464794,-0.015295367,0.648586268,0.102074761,0.036720772,0.340446282,-0.117816802,0.283701833,0.04370843,0.05102455,0.111498927,-0.800914525,0.289976738,-0.282933463,-0.709637354,-0.683912945,0.481078663,0.600760675,-0.099390607,0.268901766,1.377470167,-0.550234319,0.097981467,-0.204322335,0.868578736,0.525175774,0.253884698,0.892337675,-0.387363277,-0.230925943,0.073586102,0.054320858,-1.097190478,0.583447545,0.016908902,-0.395089812,0.449332589,-0.785852794,-0.075574796,-0.042575752,-0.540594334,-0.527977688,-0.020051491,-0.273795895,0.515785599,0.256903461,-0.123119036,0.150484082,0.02859572,-0.068313962,-0.070606982,-0.176808161,0.540933301,0.357621834,-0.065644219,-0.264130347,-0.631418812
MRPS31,0.208742532,0.176930915,-0.788728207,0.183123504,-0.711070782,0.747827552,-0.035347903,1.12059982,0.353014641,0.008413545,-0.514771214,-0.110418245,-0.887511796,-0.160556967,-0.554453272,0.095974581,-0.450666347,0.187242716,0.190877135,0.249137984,0.028975507,0.833048191,0.35227219,0.055445799,0.140521589,0.126843705,0.008400121,0.088997742,-0.088700161,1.407854255,0.174228407,-0.560203897,0.513617113,-0.054231215,0.482016073,-0.309530438,-0.468412095,1.11436095,0.188048435,-0.599424041,-0.363872161,-0.454208041,0.058265202,-0.536973259,-0.65602551,-0.311646792,-0.488828054,0.030172009,0.081683599,-0.194134358,0.320404861,0.487556677,0.300600488,-0.33792231,0.118066721,0.170840855,0.204135484,0.238294988,0.019130475,-0.274453604
AKAP1,-0.061101634,-0.094673924,0.20746021,-0.541892297,-0.957597275,1.017903234,0.563884063,0.203151384,-0.696127503,0.98203137,0.957196402,-0.646511022,-0.475524033,0.264368358,-0.558905299,0.641696286,0.526695966,0.679317536,-0.812815282,0.039156513,0.058700712,-0.027601267,0.907361297,0.227146451,-0.160339636,0.453219842,-0.255730664,0.228312788,-0.574332535,0.188557158,0.322521919,-0.167247117,0.792127532,0.381331781,0.008877252,0.302392192,0.491783178,0.853822291,0.058400659,-0.461137786,-0.401917923,0.420334849,-0.647114082,0.000888669,0.156141295,-0.513210041,-0.037564024,-0.380483005,-0.106752469,-0.122523945,1.65713358,-0.171931477,0.343949986,-0.318573892,0.536109135,-0.224230424,-0.39925029,0.879085654,-0.028487467,-0.24261948
SORL1,-0.80302204,0.953344082,-0.136370896,0.971984712,-0.306064177,0.059637316,-0.243622146,0.492618315,0.211534328,1.45012006,-0.148913232,-0.272910735,0.490620913,1.119856278,1.095335369,0.679232166,-0.301829767,1.103585193,-0.402261082,0.383972137,-0.237971663,-0.232234428,1.186509024,0.110847131,-0.686733231,0.236842596,-0.510805245,0.097986898,-0.039656216,-0.937509694,-0.119363319,0.099595361,1.040938242,-0.440881316,0.878346101,1.390176976,0.73909376,1.178936627,0.008438783,0.232473293,-0.287253248,-0.14601636,-0.741818712,-0.215428856,-0.026324195,-0.401519616,-0.114418832,-0.219333926,-0.613083493,-0.23743634,-1.109637331,-0.690989614,-0.23960049,-0.284235314,1.364628103,-0.171575257,-0.154670126,-0.85112778,0.272162592,-0.423545016
ALG3,-0.014393725,-0.179076663,0.729068143,0.242880209,1.011505272,-0.180093198,-0.138276556,0.715376516,-0.0580218,0.594554655,-0.137952292,0.569220571,0.268830542,-0.095024235,0.28613501,0.094832341,-0.341130809,-0.140125112,0.072396132,0.315058364,0.154521388,0.307106511,0.124597766,0.455587616,0.205242962,-0.057186274,-0.012250878,0.140688026,1.088643893,1.372811536,0.258175359,-0.098128713,-0.00723857,-0.256918923,-0.136506681,0.175236772,-0.317097647,0.119103783,-0.030553868,1.005547816,0.153575078,-0.032348875,0.511456659,-0.383194281,-0.57053009,-0.359390301,0.310446863,0.260312435,-0.004848245,0.120983551,0.026924385,-0.173851121,0.113732055,-0.032644343,-1.138895887,-0.040315414,0.309346324,0.572734289,0.212109164,-0.048619297
ANP32B,-0.217305139,0.940981338,-0.714308994,0.80401299,-0.513486647,1.525993326,-0.202390854,-0.629080251,-0.032267135,0.141859996,1.007333796,-1.194148276,0.143510407,0.303651552,1.183349696,-0.135170301,-0.840813835,-0.268096139,0.549982416,-0.370540704,-1.113954274,0.21783378,-0.242843319,-0.908428034,-0.757622878,-0.394135076,0.547525394,-0.364811591,-0.667877487,-0.586113149,-1.467290188,-0.894701937,-0.047652076,0.371819399,-0.036555016,-0.017135185,-0.680727103,-0.607847057,0.345219397,-0.511434066,0.681389334,-0.528417933,0.982184076,-0.150416308,0.743463529,0.302569716,-0.041660284,0.016462854,0.480213926,-0.509444053,-0.217550999,0.284057448,-0.569095698,-0.49454681,0.451152067,1.583568823,-0.788716639,1.277093847,-1.056129314,0.759005672
NECTIN2,0.318690544,-0.07608365,-0.404752209,0.461579382,-0.330002001,-0.732718442,-0.260121526,-0.120602015,0.381882502,0.559563863,0.439079456,-0.051165088,-0.014368804,0.722449005,-0.227056922,0.342234219,0.419324479,-0.4931529,0.556891481,-0.696326669,0.135749935,-0.110286997,0.413931414,-0.118154935,-0.057953614,-0.186180479,-0.168820823,-0.443370557,0.456346778,0.325510441,0.439977598,0.005337956,0.526091963,-0.551310479,-0.250687286,-0.173084556,-0.317615534,1.172039246,-0.093593266,-0.651750232,-0.044923553,-0.239906782,-0.426687834,-0.201133524,-1.102083769,-0.687215801,-0.207817471,-0.188003602,-0.375714918,-0.420608723,0.206854236,-0.342886176,-0.04737986,-0.859417863,0.047382443,-0.048565449,0.027444563,-0.20284349,-0.346839241,0.204908459
RABGGTA,0.877857284,-0.222933264,0.253694448,-0.371773778,-0.03877584,-0.109825183,-0.691024102,-0.248201107,-0.155357391,0.145036564,-0.270045422,0.519124188,0.175826734,-0.423260792,-0.137751733,-0.3904073,-0.236275302,-0.409574155,0.047473723,-0.062368034,0.120142806,0.223902689,0.438187251,0.261418197,-0.268460236,0.135575473,-0.044246052,0.230474302,-0.424938444,-0.60428636,0.0131445,-0.199673819,-0.244752124,-0.403070163,-0.175061186,0.609388853,0.274864213,-0.287102469,0.415883442,-0.109359177,0.097462821,0.532642713,0.308590623,0.327247546,-0.806310551,-0.181964221,0.334305556,0.062838215,-0.807880303,0.497130913,-0.04900019,-0.624457492,0.057468275,-0.176870294,0.027145144,-0.230371885,0.249533422,-0.527171363,0.185785225,0.095855297
PTPRU,-0.09105989,0.563492412,0.274396259,0.304660952,0.704959496,1.397515099,0.609631327,0.751908942,0.327305628,-0.046940306,-0.143608595,-0.14564328,0.719254766,0.694933079,0.316675664,0.248728224,0.055386572,0.084705681,0.006640093,0.901370324,-0.514584279,-0.314568773,0.421654965,0.495942718,0.331833836,0.30758663,0.554069483,-0.118877947,0.576121858,-0.023311899,0.099821747,0.523679758,0.408993925,0.106047656,0.039769991,0.369717142,1.396262258,0.456667372,0.001598488,-0.505329186,0.032720784,0.863234756,-0.080610473,0.307155142,0.313624828,0.064320418,0.330414888,-0.231060451,0.032586559,0.250140189,-1.091462116,-0.087228691,0.592020529,0.197790456,-0.507819337,0.581709611,-0.077287195,1.26818514,-0.164040854,-0.481641881
PRCC,-0.046932773,0.52688475,-0.328558804,0.695133053,0.081752607,0.998805914,-0.305633504,-0.374302259,0.11241071,0.159717083,0.667885025,-0.728879677,-0.4511532,0.121093522,0.73983957,0.498978936,-0.311774301,-0.218491127,0.243402453,-0.358700056,-0.110147363,0.284884983,-0.059395608,0.309174716,-0.672607945,-0.252250905,-0.068347894,-0.2012886,-0.022756749,-0.177453177,-0.009850435,-0.39131492,-0.565882451,0.27077457,-0.142413667,-0.278309873,-0.159240335,-0.151065702,0.124253496,0.077045754,0.448971553,-0.645805999,0.285055928,-0.167523235,0.39616911,-0.231092351,0.036737998,0.448934533,0.471388132,-0.39716808,0.243572996,-0.288515494,-0.171645491,0.280299618,0.626922333,0.037547211,-0.100647467,0.370400645,-0.462326879,-0.440776078
TFG,0.12515743,-0.028085458,0.215400504,0.210199411,0.463390821,-0.221215567,-0.020074749,-0.470860057,0.022992979,0.27757123,-0.204935916,0.114897665,0.06210183,-0.654608859,-0.025078381,0.158090818,-0.238419442,0.192485548,0.421086615,-0.345695296,0.06714892,0.250904081,-0.405653457,-0.28684409,-0.093353423,-0.114496982,-0.190749183,-0.349419423,0.34046459,-0.263188703,-0.327488074,0.128624931,-0.271042667,-0.213103974,-0.099707547,0.147786527,-0.262795665,-0.177395951,-0.270386798,0.222274695,-0.10521624,-0.097272551,0.456667519,-0.122560534,-0.049055376,0.527144784,0.391498615,0.324381989,0.797927504,0.232701623,-0.295715505,1.488886242,-0.064037835,0.174429646,-0.325745079,-0.284620351,0.047868409,0.592573247,-0.203828317,-0.002818798
RYR2,0.855013451,0.102491226,0.323358761,-0.264634717,0.753617936,0.913487577,1.184194913,1.15132445,0.532394987,-0.60813097,-0.306858669,1.164140343,0.997423476,0.059518058,0.617616525,0.966546547,1.75865773,0.92605539,0.098843932,0.955370507,0.153359207,-0.648532444,-0.007316601,1.050678786,1.164294354,-0.03126032,-0.098562861,0.034600021,-0.423288778,-0.527072716,0.546623177,0.83776876,-0.570218717,-0.16844599,-0.043103102,1.537918937,0.794702742,-0.122348001,-1.140262064,0.484536764,-0.447056634,0.469200353,-1.09354258,-0.036174048,0.49351298,0.584038353,0.59197584,0.721684579,-0.01999103,0.759156357,-0.018001046,-0.262130304,0.569543266,1.147339271,0.119282932,-0.046893224,1.317545174,-0.24038224,0.413960743,-0.377704973
USP6NL,0.127418586,-0.057137668,0.639477344,-0.449481101,0.380986868,0.596995694,0.152252215,0.174385861,-0.086354823,-0.111052421,-0.198654096,-0.035514005,-0.178907893,0.367668012,-0.315832588,0.457737726,-0.073240485,0.197492089,-0.211652706,-0.036120185,0.130255008,0.13542045,0.096073377,0.068502796,0.147835275,-0.375426879,-0.144898978,-0.504645411,0.806844953,0.27951974,0.463539338,0.419108236,-0.358761217,-0.470829983,-0.242607173,-0.088840192,0.919333416,0.304086197,0.070657739,-0.083201827,0.314260677,0.310621412,0.028041436,-0.091465778,0.006861205,-0.546824934,0.372835888,-0.600003705,-0.51632639,0.031837214,-0.216482408,0.063294438,0.83102985,-0.197507051,0.218414318,0.27105938,0.057355763,0.97131274,-0.430552269,0.288187322
HTRA1,-1.255709367,-1.41206076,1.292518078,-1.179640107,0.352427617,-0.527845156,1.19104002,0.329155279,-0.532292805,-0.33876767,-0.848425239,0.028608967,1.018376102,-1.11646402,1.712022933,-0.31060758,1.766425809,-0.289751956,0.918786199,1.077740609,-0.102419886,-0.792073922,-1.040588383,-1.298436702,0.748104475,1.058188492,-0.725711937,-1.002116342,-0.457663103,-0.199442669,0.603987527,1.874098888,-1.004413658,-1.281173198,-1.327340454,-0.498026036,0.21202896,-0.758873334,-0.980079393,1.450340798,-0.292805368,-0.518015761,-1.854217275,-0.190212596,-0.926443169,-1.518831434,-0.534999403,-0.308659239,-1.023242316,0.596272633,0.592860658,-0.060367477,0.371833027,2.287997213,-0.514350587,0.098298949,0.114485673,-1.191270443,3.783474568,0.259459371
ARPC1A,-0.599784177,0.654600981,-0.975714292,0.237163592,-0.604758942,0.22091139,0.124500904,0.417464731,-0.712343861,-0.031248993,0.93862157,0.195382973,-0.039236798,0.413824277,0.801630019,-0.136172882,-0.146525138,0.23268375,0.384816232,0.561466373,-0.259214244,0.459088587,0.936226249,-0.679826223,0.109347062,-0.309661196,0.5535647,0.736174105,0.653736377,0.008631944,0.248099643,-0.501261494,0.075717045,-0.995149931,-0.263805966,0.394186615,0.038237284,-0.109810402,0.039971351,-0.007367527,-0.200455965,-0.699656899,-0.331696933,-1.208226333,0.017106987,0.280779018,1.179533391,-0.499995078,-1.10270349,-0.06073067,-0.084155405,-0.571816201,-0.396656756,-0.235674865,1.575502973,-0.258180789,-0.505654695,0.010879381,-0.099641528,-0.147340373
GTF2H4,0.561928355,-0.012308595,-0.102028656,0.429242127,-0.119974816,-0.019369583,0.085408027,0.195802184,0.187414475,0.255639071,0.061098334,-0.233303525,-0.12946641,0.380230893,0.295702686,-0.297263205,-0.18667732,0.01324811,0.361214714,0.40636511,0.067663123,0.45774421,0.015088338,0.542095999,-0.11337237,0.140808915,0.296966038,0.759019465,0.07287853,-0.069684813,0.021919664,-0.261902079,-0.015010807,-0.056753605,-0.082260578,0.154636145,0.221922748,0.022927608,0.103726397,-0.151869148,-0.386531275,-0.051995275,0.165942075,-0.412173543,0.168985964,-0.026599292,0.395409483,0.211814321,0.61172944,0.067422256,0.757065089,-0.114679888,0.228766594,0.316395688,0.62434764,-0.275520072,0.097732565,-0.168722674,-0.249319056,0.266304563
KRT35,0.32855932,-0.633807334,-0.2874927,-0.765179208,-0.842376817,-0.413471902,0.224215906,-0.144219415,-0.264034032,-0.957644029,-0.54980115,1.944607667,1.027085127,0.488623444,0.064589624,0.722253676,0.690843654,-0.225437435,-0.806541134,-0.543183694,5.080108759,-0.479280436,-0.488012671,-0.050385065,0.258708372,0.100135232,0.220468207,-0.469174927,0.327948814,-0.20375592,0.277556073,-0.109960567,-0.800398911,-0.572339515,-0.059747715,0.379298732,0.717701604,0.052462431,-0.321493774,-0.118877415,-0.008393498,-0.081190761,-0.172008293,-0.431397541,-0.003852494,-0.035615809,0.120670607,-0.069036429,-0.407219547,0.509942359,-0.060540558,-0.034762763,0.482122391,0.393675435,-0.214733183,-0.105935215,0.566802648,-1.360849933,0.264098533,0.713369198
RREB1,-0.597312306,0.782244241,-0.345769921,0.406462626,-0.034091685,0.809222022,0.34682277,0.26479514,0.479674654,0.742837806,0.581672654,0.124872929,-0.117417826,1.088203809,-0.188084032,0.588184738,0.016737454,0.150102664,0.064375725,-0.033579789,0.36497698,-0.28975362,0.171876615,0.676339169,0.185878581,-0.36255095,-0.679969699,-0.354976561,0.127520361,0.105323676,-0.17831236,-0.058278146,0.009368555,0.00301294,0.122524735,0.275382631,0.25742333,0.314792383,-0.404626046,0.111615069,-0.328726664,0.216723676,-0.142411927,-0.212032702,0.178269092,-0.657541723,-0.093457238,0.294581449,0.335419103,-0.178984716,-0.002561946,0.117935913,0.242144751,-0.097685103,0.474917169,0.168595991,-0.243199834,-0.035273232,-0.343902287,-0.014813874
HDAC2,-0.261953314,-0.027410089,0.298928419,0.874586568,-0.539210767,0.797781231,-0.478988849,-0.345175922,-0.052862029,0.572573822,0.893829537,0.180273395,0.292495945,0.437755845,0.11881037,-0.216962387,-0.322741746,0.168864463,0.512565814,-0.23909288,-0.206286934,0.21717055,-0.12777668,-0.050772491,-0.306774804,-0.018365084,0.273149637,0.731422599,-0.044425496,0.180208799,-0.315156085,-0.410106768,-0.445185509,-0.32358206,-0.810906362,0.04135396,-0.041205288,0.003462474,0.163136779,-0.052482782,-0.405362704,-0.284880248,0.313823556,0.256969459,0.226956588,-0.29992033,0.069297131,-0.181040274,0.815182387,-0.150763294,0.011646716,0.095149358,-0.068615573,-0.488169829,1.13040419,0.395080716,-0.437204097,0.117054346,-0.27468075,-0.425727963
STAM,0.21370959,0.140712534,0.341140953,-0.130583965,0.179119477,-0.476690295,-0.067440163,-0.14377693,-0.319686195,0.480980122,-0.668908976,0.229901872,-0.121642563,0.158992002,-0.195479463,0.150438057,-0.05866471,0.491097136,0.527857869,-0.457799123,-0.244243231,0.313954517,-0.018696665,-0.12316872,0.390105629,-0.304808018,-0.215480048,-0.47667766,0.408145305,0.162261267,0.952244114,-0.056306292,-0.250596853,-0.320839314,0.076912078,-0.00955111,0.069536073,-0.04271064,-0.318191776,-0.247279728,0.054324817,0.178563495,0.180415409,-0.144719498,-0.10144933,-0.211180395,0.140807554,-0.180378562,-0.344059199,0.230832981,0.324694199,0.103823703,-0.333191775,0.385266378,0.895591859,-0.234045855,0.246013573,0.116729616,-0.098987947,0.367159515
DPF2,-0.101667022,-0.049974592,-0.093176749,0.91993216,0.014953555,1.187292491,0.046305624,0.311282804,0.115511517,0.269910607,0.731599507,0.058072676,-0.233143409,0.610213307,0.582642551,0.37531127,-0.216833376,0.144918072,0.040899268,0.694047119,0.184972481,0.022155787,0.049842448,0.724809026,-0.142226317,-0.233826866,0.10793527,-0.028109111,0.326056715,0.330120212,0.079652682,-0.099264687,0.385957918,-0.210290394,-0.428213519,0.204023734,0.114540711,-0.482523753,0.45602146,0.269938488,0.602751684,-0.008137394,-0.097110385,-0.279876946,0.792509567,0.042750342,0.060369473,0.243948029,0.556614363,-0.254938609,0.330412331,0.362928361,-0.154215339,-0.216439848,0.500658334,0.506691431,-0.297973071,0.137014942,0.057404308,-0.20397139
P3H4,0.057928648,-0.92853373,-0.051857236,1.126171572,-0.294109206,-0.695194131,-0.279952313,-0.238942448,0.231954935,0.933188796,0.554513076,0.896892193,0.909798328,-0.781051872,-0.516822932,-0.185031728,0.92806159,-0.346237373,0.619994775,-0.446820827,0.159982513,-0.335836529,-0.750451612,-0.631836356,0.013981671,-0.227638099,-0.584084315,0.091771314,-0.194747901,-0.705499159,0.077455794,-0.868539693,-0.432528718,-1.516395581,-1.158719056,-0.08044459,0.046684398,-0.327036875,-0.054996942,0.196319694,0.245400426,-1.030119884,-0.322984789,-0.102001055,-0.371093391,0.791056603,0.08237358,-0.379179216,-0.168044975,0.197412373,1.014541413,-0.487973236,-0.505321472,-0.020009723,0.067926058,0.131807176,-0.058324307,-0.293764048,0.79394113,-0.044586971
CREBBP,-0.130779518,-0.108028072,0.800424183,-0.257738867,-0.532332103,1.017537091,0.61383528,0.43250008,0.141895888,0.354606854,-0.093872447,0.113770645,-0.060277816,0.400161237,-0.053690944,0.970737892,0.352061728,-0.14113656,-0.227039455,0.767351553,0.767250021,-0.19089872,0.573296794,0.347876858,0.652702417,-0.319291188,0.266372016,-0.028075726,-0.117358849,0.094077455,-0.049760382,-0.203684578,-1.05018093,-0.188255822,-0.319156493,0.280421644,0.534991483,-0.07923774,-0.255925839,0.243362727,-0.034809371,0.262005203,0.128715062,-0.072563517,0.150335176,-0.285794284,-0.432806996,0.397311706,-0.414698781,-0.433828507,0.481623391,-0.182518427,0.609035361,-0.379392747,0.531592163,0.392938588,0.471912285,-0.427832814,-0.435076244,0.072868839
