,AP.27JZ,AP.2XNK,AP.3336,AP.352Q,AP.3FY5,AP.4HAU,AP.4M7L,AP.52RG,AP.5JDU,AP.5L2V,AP.5MX6,AP.62LT,AP.67ZV,AP.7GDN,AP.8MWD,AP.9D3B,AP.9LNA,AP.9PXS,AP.A5NG,AP.AAFC,AP.AGZG,AP.B2SL,AP.B9CH,AP.CT3G,AP.D35H,AP.D9X4,AP.DM87,AP.DMUM,AP.DT88,AP.E7CU,AP.E98M,AP.EPNF,AP.EZEX,AP.FX68,AP.HKYN,AP.HMFR,AP.HML4,AP.JBET,AP.JK59,AP.KX5B,AP.KXUT,AP.LWHD,AP.MAZ4,AP.N8FG,AP.NMZS,AP.QAHT,AP.QUHC,AP.RA2G,AP.RBLG,AP.SJVE,AP.SS2L,AP.U8MP,AP.W455,AP.WDKZ,AP.WPAM,AP.WTXJ,AP.XCJX,AP.XSR5,AP.XVLY,AP.YTZ8
CXCL13,-2.421453901,-1.339068102,0.698477696,-1.421490925,-0.481118134,-2.282035258,3.301725568,0.498674258,-0.026249097,-0.878080498,-1.670885467,0.270197493,1.187456453,-1.263521247,3.061177275,-1.364858908,-1.968153576,-2.720008815,2.498436795,6.582674309,4.888362664,-1.747910831,-1.470171861,-1.724632888,3.580750623,0.871848416,-3.496460004,-1.720465339,-0.872845414,0.526801581,0.937332041,-3.602612714,-3.535039312,-1.953056437,-1.50087545,-0.842390843,0.663485979,-1.963690163,-1.696524105,4.343211188,0.407086801,0.753080809,-0.773949378,-1.308070587,1.672583808,-1.907130204,-0.81126486,-1.719694272,-1.32624866,0.277120184,-1.173406046,-0.410091496,-0.139908874,-0.849380678,-0.784110663,-1.594280287,4.127798432,-1.424482828,0.100540166,0.871538691
ORC4,-0.503565142,-0.244441426,-0.253040463,0.862951738,0.057790661,0.794364288,0.181925396,0.160909625,-0.149117645,0.324247095,0.036168348,-0.526995288,-0.15378593,0.029812941,-0.130198872,0.037271014,-0.27754036,0.239540461,0.037041651,0.597875049,-0.195989767,0.049570476,0.213276482,0.378358399,0.142423299,0.085154756,0.165312287,1.016075402,0.247299516,0.459015392,0.343173911,-0.298083687,0.513695084,-0.416857596,0.070577352,0.246194407,0.28805619,-0.289091836,-0.770999642,0.284155715,0.045916046,-0.307613447,0.465055207,-0.712015675,-0.041102727,-0.632397469,-0.536036912,-0.312754175,0.576215457,-0.792492998,0.4773996,-0.485411577,0.113984689,-0.27510726,1.571200405,-0.336233083,0.17499544,0.048151736,-0.550983158,-0.944082988
PEX1,-0.624365944,-0.052016002,1.626854029,0.84098151,0.419364434,-0.625974205,-0.463389805,-0.175905882,0.539788395,-0.260532076,0.237362157,-0.584768814,0.215075765,0.308830643,-0.455858997,0.139405172,0.303825035,-0.780206959,-0.176255425,-0.140412019,-0.797838715,0.205628426,0.727056842,1.397886476,0.001697507,0.026150805,-0.572611082,1.116897965,0.029810806,0.370740696,1.009330219,-0.491216737,0.492496786,-0.165111239,0.251248413,0.019777987,-0.313163865,0.736613509,0.264970833,0.398180413,0.912668973,-0.424034223,0.288763636,-0.519804536,-0.518549276,-0.565604202,-0.077224836,-0.552601914,0.588224149,-0.459446508,-0.233584773,0.134445381,-0.632472566,-0.410936177,-0.128453659,0.164139008,-0.300777601,-0.586542242,-0.123340869,-0.820804628
RAD21,-0.059655678,-0.029664932,0.008650973,0.340739033,0.138603018,0.872394981,0.548581457,0.104612448,-0.202510682,0.341940308,-0.064097555,0.111085248,-0.473212794,0.570343187,-0.04660545,0.192062279,0.025162674,0.05415229,-0.206160616,0.198907506,0.366202752,0.247638586,0.308275006,0.349713493,0.19568144,0.451570606,0.174065919,-0.045327038,0.073203854,0.368069706,-0.111514954,-0.23228219,0.066616182,-0.302562772,0.120301023,0.382488437,0.317283492,0.059436501,-0.355522755,-0.034616016,-0.245880221,0.038501728,-0.086122094,-0.449993464,0.167045703,-0.22232423,-0.095110937,0.221841983,0.029370383,-0.014542689,0.344785091,0.220546498,0.534685202,-0.037222371,0.582902816,0.273890419,0.527022516,0.117711737,-0.125298123,-0.067139635
AKR1B10,-5.455716128,-2.367360397,-3.873200089,-5.252968231,1.822033029,-4.146431341,-1.612085326,0.148847428,0.539750092,-5.503363158,-3.240417831,-2.727009536,-2.12519551,-2.955708126,-5.340430631,-3.132208928,-1.673232203,-4.215191174,4.901663012,-4.162433364,-6.509428258,3.468548789,-2.251547427,-3.004665575,4.395711762,-1.470699745,-5.203300232,-6.854094367,-2.708661482,5.02107442,-2.026163411,-4.691514376,-7.54374318,2.010335096,-1.030177839,-2.26971876,-1.885961143,-2.809685507,-2.570570581,-2.44038676,-2.337591206,-4.812326851,4.298191517,-4.248507743,-2.78249423,-0.492579427,2.149954554,-2.501925064,-6.047631598,-1.882020341,-5.896732799,4.443280614,-2.112932048,3.841957962,-2.038032514,-6.627084761,-2.052504089,-0.836107413,-2.736650259,3.270430013
TIMM8A,-0.355007729,-0.045339369,-0.743483268,-0.129027809,-0.793834012,0.192833438,-0.746499112,0.97861097,0.552342264,0.174226072,0.907417751,-0.888239203,0.29216229,-0.831632618,-0.80143036,0.054118694,-0.179826226,-0.415856808,0.474246047,-0.702927888,-0.500040378,0.624438037,0.513490098,-0.025963962,-0.19539085,0.045138351,0.033202856,0.212115481,-0.447170712,1.138819165,-0.23165492,0.268467577,-0.459121294,-0.358766979,1.165362521,-0.264668918,-0.433002323,1.409890405,-0.585011666,0.205197591,-0.590159626,-0.963858367,-0.619962786,-0.369758221,0.7102045,-0.718609918,0.513220293,0.7330071,-0.709758979,-0.348893635,0.100016612,0.471733933,-0.142708216,-0.519082291,-0.193315163,0.15801004,-0.212999763,0.141416714,-0.387590317,-0.669495748
KALRN,0.056093594,0.052506389,-0.270443432,-0.646206693,0.151986367,0.13708481,-0.047632991,0.432450655,-0.068009501,0.613311753,-0.174072875,0.162135385,0.145540796,-0.014594425,-0.128940601,0.058747412,0.268627484,0.055698674,0.249954401,0.162561391,-0.370482868,-0.105591332,0.042120069,-0.230955945,-0.000584131,-0.098868874,0.027370615,0.400978851,0.187572141,0.057834729,0.06895369,-0.132833061,0.661225634,0.023039495,-0.020131697,-0.14586611,0.647279026,-0.082359478,-0.578923304,0.163793698,-1.225546217,0.006847707,-0.00663195,-0.72598537,-0.334259427,-0.277785928,-0.276042021,-0.10788262,-0.174146322,-0.162308985,0.454954808,-0.059859652,-0.028505398,-0.058264214,0.519451453,0.292006968,0.087757392,-0.983100181,-0.041932603,0.2821719
DHX16,-0.140222589,0.394618848,-0.56198172,0.750182229,0.104223966,0.684433858,-0.341323145,-0.010166207,0.233828405,0.96114015,0.16068042,-0.266911727,-0.072141285,0.042469823,0.039733094,-0.052256716,-0.095780613,0.0822223,0.665472032,-0.520236128,-0.359167038,0.232766576,-0.348974981,0.484274795,-0.2184138,-0.324686211,-0.015878708,0.087704144,0.08576503,0.028473153,-0.128154162,-0.27585183,0.751715746,-0.075507081,-0.191359785,0.050869185,-0.148619165,-0.469213666,-0.196812173,-0.310265874,-0.116061579,-0.18572779,0.275118413,-0.4249841,-0.160321681,0.091328875,0.157297929,0.599119037,0.137767416,-0.073417725,0.370191077,0.577499993,-0.298407231,0.04167271,-0.080349715,0.358632848,-0.368420529,-0.197326036,-0.456509275,0.030166134
SSSCA1,0.087750057,-0.175318353,-0.228118715,0.511347942,-0.125600309,0.202292397,-0.311529493,-0.187324467,0.093408684,0.431726923,0.6527457,-0.742570376,0.060700598,-0.195824328,0.038777769,-0.5676093,-0.155952512,0.108034707,0.342659214,-0.315732544,0.069782814,0.47771364,-0.007243431,0.169054849,-0.091466547,-0.095759874,-0.050642798,0.283050061,-0.046471468,-0.148099182,-0.691241819,-0.251975849,-0.282953433,0.070210727,0.011076923,0.310579667,-0.010588779,0.076992385,-0.022971047,-0.220436497,-0.045501589,-0.324258332,-0.014228387,-0.101799524,-0.456696477,-0.311060057,-0.110431721,0.189646767,0.213993189,-0.280405986,-0.31535593,0.199413252,-0.105698412,-0.233840068,-0.436231283,-0.272865933,-0.002662758,0.25268098,-0.26988079,0.09660897
GMFG,0.945720045,-1.007668321,-0.334124283,-0.825439831,0.417961171,-0.494014284,-0.686726596,0.044932192,0.48161723,-0.367373405,-0.755494121,0.449416762,0.308325588,-0.949998492,0.384445984,-0.416230258,-0.078999056,-0.708706379,0.320278956,-0.683220327,0.191257814,-0.560821913,-0.890751045,-0.717397586,-0.152137793,-0.19618194,0.363123356,0.277861244,-0.170762972,-0.464450996,-0.633505698,-0.504323125,-1.132220206,-0.932951084,-0.137354777,0.645433749,-0.26742534,-0.14323998,-0.092678565,0.547153778,0.607997216,0.055332831,0.78663221,0.792551685,0.20605744,-0.160572115,-0.422768395,-1.02954373,0.54553767,0.381189205,-0.802059239,-0.337381026,0.152018831,-0.535043132,-0.873513948,-0.110967257,0.527454768,-1.381431167,-0.056028504,0.641780452
PPP1R12B,0.407682361,-0.113517141,0.726604651,-1.098628656,0.162463237,-0.249024422,1.55154459,2.099846681,-0.222121289,-0.333317555,-1.137469638,0.587963242,1.296555264,-0.647557975,0.687553909,1.023045586,0.512296977,-0.515314815,-0.113133249,-0.036148064,-0.182644827,-0.618082542,0.031232983,0.206348584,1.711822475,0.957566702,0.773202671,-0.585372997,-0.019698054,0.053321081,1.01262218,0.71680649,-0.307481133,-0.494082294,1.040748394,0.596491176,0.811082418,0.43759044,-0.166621875,0.416522353,0.74877056,0.535839612,-1.20034235,-0.057882378,1.77431159,0.930620765,0.615221496,-0.183690469,-0.115801631,0.833503647,-1.228835335,0.448922489,1.131356876,1.651281383,-1.078189642,-0.352766837,-0.493174461,-0.462382276,-0.479538502,1.405473366
BNIP3L,0.209331742,0.220415674,0.338670001,-0.322185503,-0.038230006,-0.321327454,-0.29250251,0.573914805,0.310416024,0.086154001,-0.149935973,0.161105299,0.235546308,-0.414066275,-0.71823289,-0.85873455,0.339929235,-0.772689539,0.210815599,0.872905913,0.02134374,-0.155531926,0.403254738,0.321864401,0.137111591,-0.026461107,-0.926166846,-0.131516695,1.169684837,-0.35257838,0.11531551,-1.189279403,0.5843571,0.192835483,0.2488792,0.375883645,0.582167518,0.784609063,0.02831596,0.015418211,-0.064514194,-0.782243017,0.060688367,0.114530564,0.07223124,-0.032231921,0.273328581,0.041569199,0.162823557,-0.012798495,0.030297025,0.171769816,0.954335071,0.098143531,-0.49906198,0.048313266,0.293081631,-0.116745481,-0.484333046,0.602005845
MED14,0.288318579,-0.113684965,0.050544997,0.25042662,-0.377321517,0.253855823,-0.282628278,0.020924538,0.22499042,0.353458479,0.334652796,-0.267303776,-0.213367185,0.315048346,-0.048076876,0.160056833,0.156412888,-0.001760275,-0.03679697,0.216520303,0.332213476,0.139103202,-0.102632543,0.55453127,0.051207861,-0.012816458,-0.082428915,0.099840352,-0.428512793,-0.32624479,0.029186204,-0.293353736,0.320707156,0.119391399,0.147326209,0.179525351,0.161759275,-0.466809921,0.06908779,-0.06339865,0.06094865,-0.157380881,0.470519237,-0.187058622,-0.089095881,-0.028332087,-0.27110655,-0.249797811,0.183251843,0.093975432,0.507237157,0.042526081,-0.13436878,-0.011421593,0.675342551,-0.145931277,0.582674386,0.092445212,-0.088618972,-0.053936267
PCDH7,-0.352495197,-0.562441056,0.079123642,-0.328094808,0.112456084,-0.303412134,0.145584416,0.052860078,0.260146409,-0.302906155,0.920807802,0.775269568,0.151906789,-1.27204612,-0.097844443,0.454588606,0.077311866,-0.14331751,-0.430716948,-0.799011237,0.460926451,-1.388472138,-0.340250851,-0.949299974,0.217478383,0.119612237,-0.008126781,-0.118339107,0.669141069,-0.728399189,-0.294220328,0.22262036,-0.654207524,-0.517515043,-0.117463867,-0.187012103,-0.282548678,-0.206408188,-0.974733479,-0.446142695,-0.286276481,-0.255817483,0.10637512,-0.057261488,-0.104683168,1.105192914,-0.0719195,-0.100333554,-0.223482105,0.014223713,-0.224284786,-0.102264384,0.354142813,0.198359568,-0.12188785,0.489321443,0.022403281,-0.468927914,0.305632209,0.187977796
PRPSAP2,-0.22827386,0.784323597,-0.756316258,0.800194526,-0.451274645,0.543548629,0.076176457,-0.162093831,-0.156280627,0.713690452,0.365447583,-0.93998668,0.020926797,-0.138050179,0.29947776,0.013619301,-0.237200575,0.276140878,0.322387772,0.155605019,-0.661208806,0.460907991,-0.018706833,-0.064095819,-0.672709107,0.120381076,-0.096866025,0.462458738,-0.398556936,-0.311818687,-0.27366581,-0.157369837,-0.111164707,0.063026171,0.450630933,-0.124835967,0.474151958,-0.13662571,-0.243953313,0.318851576,-0.017538829,0.280919674,0.224954223,-0.524380289,0.380417758,0.139486524,0.005376012,0.441318686,-0.128351006,0.146334841,-0.257152866,0.668143983,-0.475363392,0.117932773,0.509911753,0.180128073,0.307770402,0.145578169,-0.829746194,0.354167336
SMARCA5,-0.001997592,-0.445740342,0.41027757,0.471118552,0.040198336,0.568421074,0.274643816,-0.176659141,-0.178179196,0.620492927,0.344859808,-0.284343397,-0.327023951,-0.046057562,0.00544342,0.098915965,-0.058436773,-0.071640548,-0.21413687,0.274948303,0.050032025,-0.007678737,-0.05441299,0.399161208,-0.115329046,-0.206842332,-0.030731952,0.427257435,-0.153934012,0.248720311,-0.163468482,-0.351017283,0.080268531,-0.2724661,-0.199259984,0.412654252,0.045454209,-0.304735173,-0.18025222,0.057808031,-0.058650154,0.089329431,0.299999116,-0.299649211,-0.139204185,-0.409721561,-0.297123719,-0.336342079,-0.060379374,-0.762345427,0.375421044,-0.205849156,-0.102631474,-0.68022771,1.450965593,-0.137228397,0.402155099,-0.031365978,0.049835921,-0.142691116
KIAA0513,-0.319472643,0.090357445,0.70120343,-1.125183002,0.103833379,-0.326024908,0.077721951,0.301808225,0.250881797,-0.232529203,-0.718993992,-0.006272398,-0.072951788,-0.311642841,0.011287776,0.040542667,-0.022121688,-0.162421624,-0.018700459,-0.083553605,-0.485925202,-0.030594286,1.297881315,-0.017435899,0.113586779,-1.021578239,-0.3812332,-0.426871994,0.100851782,-0.259054652,-0.843999309,0.051101449,-0.759246512,1.5061421,0.290659817,0.003338175,0.598081525,0.587140514,0.316388344,0.099395681,0.353964533,0.418154538,-0.06816956,0.265970897,-0.36456111,0.336273873,2.981754279,-0.149277304,-0.529936582,0.062323664,-0.823308313,1.056106906,0.230953722,-0.194323114,-0.888397654,-0.944027993,0.110445802,0.385898182,-0.303641604,-0.095954357
SPAG9,-0.180700416,0.186904056,0.151098541,0.112081434,-0.472158664,-0.434324799,0.454652603,0.228289878,-0.18047927,0.561438684,-0.34777664,-0.125010445,-0.124184028,-0.281975775,-0.882277772,0.584652271,0.049172102,-0.13842214,-0.371834787,0.387047561,-0.254697033,0.138249712,1.090307302,0.89800121,-0.362681594,0.620604484,-0.46322631,0.104683682,-0.279497898,-0.53749323,0.95721201,0.686953301,-0.321473342,-0.328039235,0.819368281,0.322398443,1.351444643,0.84029156,-0.289957835,0.270803393,0.066718497,0.153204691,-0.949601501,-0.078460465,-0.195245062,0.005337685,-0.390737677,-0.324070854,-0.216003901,0.149911944,2.46731175,-0.26926349,-0.272073039,-0.076371939,-0.369539214,-0.083353067,-0.028853781,-0.540208831,-0.156599727,-0.445068437
ZNF292,0.766546262,-0.49901967,-0.518506742,2.239280174,-0.087398975,0.556314304,0.459807926,-0.024761748,0.162001966,0.580469736,0.537761046,0.032430564,-0.427797627,0.284179285,0.351816428,-0.646821703,0.371406785,0.586008978,0.114798343,0.198859261,0.179440312,0.186898422,0.229430213,0.554232432,0.48314869,-0.117889474,0.653397008,0.253162102,-0.302400951,0.46707139,0.028457421,0.132280819,0.256456597,-0.270610215,-0.245662804,0.250039369,0.509910352,0.001305273,-0.008228012,-0.088908341,0.013427784,0.182423617,-0.524091747,-0.2949393,0.182668224,0.032385869,-0.204842082,0.172706956,0.042745066,-0.318802996,-0.526582905,0.036869028,0.253566154,-0.41863559,1.428229001,0.953652362,0.116273226,-0.623249557,-0.459660985,-0.909583647
URB1,0.194819701,-0.288138772,-0.113569043,0.319085541,-0.004851097,0.100350105,0.254092022,0.156119843,-0.313180643,0.251130478,0.266725999,-0.076077404,-0.015642952,0.438231387,0.207611148,-0.185841219,0.073964336,-0.359904357,0.293612647,-0.465700716,0.331279703,-1.681789201,-0.314507203,-0.173294067,0.500446599,0.127387504,-0.647043511,0.772233627,-0.524758592,0.073154335,1.008087288,-0.429857224,0.070134131,1.062821734,0.150182708,0.388811687,0.089750421,-0.130095514,-0.531250898,0.258235423,-0.852758661,0.012061304,0.122413395,-0.26009741,0.735030145,2.938482479,-1.173541953,0.214224638,0.458929013,-0.296496014,0.613130544,-0.350903347,0.277363373,0.194359233,0.273832827,-0.243816514,0.456477858,0.447356418,0.254690191,0.017479685
MGRN1,0.388149008,0.121847646,0.216804824,-0.524437767,0.585594556,0.056284581,0.637374222,0.059130741,-0.706425955,0.117172092,0.290898644,-0.055240192,-0.051588163,0.299944189,-0.446095662,0.492711818,0.580147646,0.094885901,0.074543094,0.164103668,0.210761666,0.183750374,0.147075805,0.378287901,-0.126791634,0.019122596,-0.041436361,0.969269837,0.134461398,-0.03372878,0.098780997,-0.10148265,0.474830607,-0.083810286,-0.41995896,-0.141027979,0.642603999,0.638377439,-0.12148245,0.365902249,-0.18611433,0.258837983,0.342755266,0.057308954,-0.177087484,-0.166976122,0.011198164,0.287775819,0.468466805,0.040636806,0.090530567,-0.174279864,0.481107479,-0.29510285,1.117765866,0.180596727,-0.839215899,0.094549588,0.125358514,-0.009097764
SIPA1L3,-0.230498922,0.276371292,0.384391836,0.221706388,-0.1908033,0.648515625,0.152589274,0.091272491,-0.068071473,-0.174192963,-0.009108731,-0.474563536,-0.200005576,0.359202039,0.739564575,0.72415001,0.45417838,0.374672547,-0.111875312,-0.968678036,-0.11025459,-0.335241254,0.442949118,0.02782755,0.167674648,0.039803202,-0.208272998,-0.133854278,-0.154590028,-0.042959733,0.146138966,0.445344628,0.21510448,-0.170321916,0.665976233,0.445137677,-0.101005109,0.145064721,-0.436216456,0.425834652,0.232395208,0.387017171,-0.302820899,-0.122813923,0.279629245,-0.120822278,0.513999539,-0.00856119,0.046775231,0.420271935,-0.165788398,-0.219685544,0.274807826,0.447548558,0.654732833,0.154366123,-0.05994406,0.69424426,0.306984565,-0.406221228
ZFC3H1,0.419720112,0.623700286,0.094245513,-0.637585255,-0.239386391,0.350818481,0.18579677,0.835916727,0.32091047,0.377903417,-0.4822677,0.053372585,0.358280696,0.541734126,0.045335036,0.148645418,-0.310373707,0.029288344,0.06472857,-0.357176424,0.078747325,-0.219960842,-0.239418852,0.045499515,0.992198237,-0.052653419,0.411076493,-0.046310531,0.192889176,-0.177170285,-0.118759238,0.36942744,1.47505724,0.197598772,0.192099652,-0.378053599,0.12957436,0.398527665,-0.017850383,0.368051133,-0.702181678,0.11551855,0.305076981,-0.183678368,-0.263000717,-0.702040147,-0.046065838,0.344985148,-0.158808057,0.26844265,0.082981232,0.64187315,0.427081042,0.872524428,0.631942714,-0.169194758,0.531104776,0.87795301,0.031705185,-0.003858975
LZTS3,-0.449846735,0.133825283,0.651779726,0.876132221,-0.715820242,1.132724991,0.18072946,0.120374914,-0.796030469,0.381479249,0.057791849,-0.200926102,0.243873139,0.423049299,0.189509021,-0.20444273,0.195338519,-0.312929231,-0.300152994,0.24831372,-0.125230096,0.426870233,0.126320916,0.3515037,-0.384937994,-0.05376449,-0.692408257,0.994567245,-0.068527622,0.520605001,-0.099588248,0.922199454,-0.324592204,-0.03541708,-0.092683862,0.750074336,0.396822916,0.413622855,0.126067751,0.340528787,-0.164153388,0.42846714,-0.674281981,-0.471339549,0.273358159,0.401442038,-0.129726578,0.46652411,0.639660751,-0.036849618,-0.754892064,0.255864303,0.154256914,-0.071170127,1.196044044,-0.42638248,-0.040576897,0.204765119,-0.164563273,-0.009310782
AQR,-0.055928319,-0.057230899,-0.054827602,0.157962264,-0.095249713,0.833556001,0.140984075,0.101762651,-0.202122004,0.224530845,-0.03596339,0.022185493,-0.55175813,0.177937056,-0.054938703,0.06496628,-0.116587138,-0.091886862,-0.381101087,0.261337285,0.451852596,-0.180980077,0.275654345,0.781502299,-0.028030506,0.120129994,0.367998836,0.324577898,0.090232893,-0.01939975,-0.222317989,-0.331765259,0.074166086,0.048664554,-0.163706434,-0.007411326,0.085628485,-0.237786743,-0.111822785,0.097505958,-0.022801811,-0.136750248,0.283631009,-0.066653677,-0.019895962,-0.006645367,-0.20165087,0.281051203,0.520814337,-0.455975393,0.674340221,-0.250151363,-0.113890725,-0.437848856,0.366850374,0.211720048,0.202325893,-0.283122985,-0.260240086,-0.314125756
MAST3,0.450591353,-0.161072162,-0.408235098,-0.8461843,0.209453162,0.716991865,-0.274789836,0.337292107,0.090848201,-0.133215033,-0.069339531,0.474201469,0.042449585,-0.268784112,0.3846437,0.399490232,0.147897747,-0.076340759,0.154612258,0.002059691,0.80448773,-0.215080228,-0.115053567,-0.211002914,0.129949672,0.016170049,-0.170912226,0.08957266,0.129876873,-0.497947098,0.402356783,0.098681314,0.172355999,-0.377507355,0.126842231,0.165115261,0.446191842,-0.136856745,0.162032543,0.260867062,0.548822178,-0.2068315,0.997237928,0.176475529,-0.116709445,0.141077082,-0.186423075,-0.099500459,0.342796326,0.394165583,0.075680134,-0.171952019,0.324999836,0.163223326,0.430656558,-0.46606087,0.276436967,0.249537241,0.224741312,1.299111881
OPA1,0.277639799,-0.144350468,-0.065357827,0.021991338,-0.441320224,0.00888434,0.519519245,0.810067196,-0.58485874,-0.587618789,1.354299403,-0.143778511,0.994069192,-0.957568583,-0.61529007,-0.079696772,-0.310722167,-0.340939596,-0.351571773,-0.399484709,-0.156267242,1.047327504,0.420786245,-0.303406315,-0.351182749,0.660378642,0.482820138,0.005258123,-0.080441334,0.512323899,0.253083339,-0.126387393,-0.053320836,-0.483847759,0.439548495,-0.669990011,-0.089865244,0.507861049,-0.000478781,0.30768264,-0.074051336,-0.578410687,-0.031783384,-0.056716,-0.331338189,-0.043705721,0.295780878,0.338932328,0.438425803,-0.201501164,0.088890888,-0.689783545,0.629187977,-0.514108722,0.036643239,-0.609076703,-0.12409307,-0.047582995,0.131214707,-0.382487879
MCM3AP,0.084977427,0.576217634,-0.285306798,0.32443605,0.116509902,0.257976643,0.181641593,0.192747416,0.124230691,0.13746777,0.207867572,0.205200487,0.155922403,0.475802474,-0.243501296,0.268319779,0.118907866,-0.029976284,0.016216217,0.183662779,0.311291362,0.097634592,0.228755349,0.371547403,0.244660446,-0.430576537,-0.487568063,-0.037483111,0.079882813,0.005429205,-0.128738308,-0.259582283,0.01849675,0.266907793,-0.360973477,-0.097957096,0.234446548,0.334422049,0.018935421,0.027450303,-0.16053632,-0.141802412,0.20146725,-0.256075129,0.311437028,-0.200740773,0.698701348,0.201906458,0.200750141,0.03122787,0.108235428,0.085803239,0.194538235,0.060592396,0.401091537,-0.031282003,0.163603995,0.352699723,0.112331466,-0.126988891
PIP5K1C,0.323554186,-0.461234437,0.465670215,0.080617796,-0.691625746,-0.181266535,-0.696763122,0.246038488,0.329295271,-0.27349893,0.254877808,1.033427398,0.147659457,-1.171941038,0.151247666,-0.310959664,0.146478588,-0.387186979,0.076960116,-0.176326383,0.161748711,-0.76377434,0.254668123,-1.574101526,-0.310919328,0.198658281,0.077224443,-0.290561074,-0.606831489,-0.746739993,0.063827506,0.50053751,-0.77683412,-0.301449493,0.358939606,-0.447442214,-0.083548459,-0.684284067,-0.413841123,0.087498685,0.35591312,-0.384998881,-0.051417423,0.220262423,0.70100861,0.531820306,-0.559491484,-0.515836229,0.274122789,0.787336475,0.326828054,0.132507426,-0.050793016,1.200703225,-0.047493952,0.397020977,0.840886583,-0.615551493,-0.13182639,0.864643969
KIF1B,0.107365463,0.341020241,0.065192336,-0.236573146,0.286106962,-0.259288265,-0.019161721,-0.361176388,0.191418388,0.298772845,-0.129073833,0.007541818,0.092639909,-0.048243466,-0.386267457,0.326113066,0.320660344,0.122831672,-0.116613801,0.081446381,-0.323608234,0.000367419,-0.047198512,0.27991128,-0.383770922,-0.162439382,-0.347060464,-0.022261791,0.127645186,0.117854658,-0.119767227,-0.085369465,-0.137528103,-0.17128735,-0.131123107,0.04782213,0.47489359,0.002728433,0.175519543,-0.364700189,-0.011613887,0.03663801,0.026197377,0.238879791,-0.231100077,-0.308227244,0.103481434,0.019584892,-0.192686411,-0.128865509,0.160557616,0.066519254,0.075438911,0.024764113,-0.32055627,-0.093842665,-0.353340564,0.239020777,0.051334927,0.194722422
MAPKBP1,0.136088282,0.015282159,0.156303726,0.182885907,0.604881584,-0.076484165,-0.406825512,0.281887342,0.000482661,-0.171862078,0.09298907,0.288631808,0.118326663,-0.059555424,-0.178547812,0.420285578,0.242765303,-0.832796987,0.167513354,-0.039695466,-0.022185844,-0.207267348,-0.402130296,0.132113007,0.16205129,0.226875248,-0.568013824,0.138815177,0.030709874,-0.1880045,0.940593978,0.074922132,-0.035647404,-0.365999149,-0.317085556,0.150440211,0.16231828,0.467833086,-0.538557946,0.043437594,-0.137734768,-0.34780574,-0.150668541,-0.101928092,0.486998614,0.854361382,0.142499941,0.15667669,0.192053606,0.240698669,0.292986761,0.37848729,-0.227462247,1.199984272,-0.046437695,0.138430603,0.163497886,-0.312733524,0.275256734,-0.035600586
MARCH6,0.518153452,0.10285379,0.057624933,0.434199643,-0.065722278,0.175252807,-0.100200957,-0.02389413,-0.297685242,0.574234056,0.28496689,0.002956421,-0.080118962,0.521719476,0.046268673,-0.005364414,-0.097058907,0.267704249,0.110999897,-0.212412185,0.012694092,0.109575256,0.128268205,-0.317663323,0.114982318,-0.125694132,0.154309253,0.187476858,-0.110033922,-0.185560827,0.202881666,-0.008878029,-0.052219955,0.254979103,0.188690379,0.260356871,0.22218184,-0.208800069,0.587559306,-0.028275428,-0.128093578,-0.204283946,-0.109621887,-0.071346666,-0.575873527,-0.79856268,-0.110134236,0.041365742,0.268144411,-0.205938859,0.472544982,-0.059344943,-0.276084117,-0.256755905,0.295694541,-0.027342619,0.007160413,0.383924019,-0.153650115,0.415893572
KDM1A,0.107543573,0.503558352,0.095841498,0.760280007,-0.162270079,1.12508128,-0.065937625,-0.184326975,0.180241303,0.786433234,0.35721259,-0.482943441,-0.234484085,0.689946948,0.279684896,0.4850528,0.042209742,0.810537291,-0.171861767,0.016516304,0.117380355,0.26540392,0.033195454,0.048991625,-0.396633561,-0.405119208,0.038855212,0.220721935,-0.140620208,-0.305773779,-0.607241293,-0.08946687,0.515403034,0.056118657,-0.332724305,0.377081267,0.079300011,-0.082344119,0.076474503,-0.355389174,0.287826969,-0.016811831,0.023593072,-0.12426811,0.318832111,-0.016823499,-0.548895876,0.440412771,0.43294701,-0.267911419,0.060258841,0.012477566,-0.131079651,0.044812773,0.750786672,0.116126177,-0.280426116,0.301767213,-0.437356956,-0.104842331
TBC1D4,-0.080933515,-0.616093489,0.002225726,1.260699926,0.250493199,0.145900569,-0.189421282,0.014824536,-0.160502676,0.220507904,0.683815603,0.333043947,-0.498278215,-0.232437521,-0.83759724,-0.229469578,-0.176004341,-0.49686569,0.090456575,-0.301536477,0.362366688,-0.586612584,0.113746951,0.163229967,0.581699986,-0.147811163,0.014991452,0.552267545,-0.227381945,-0.059146067,-0.488905318,-0.136794321,-0.440227219,-0.594798539,0.156206055,-0.496567376,0.423770867,-0.37603104,-0.352949902,-0.052346822,0.118612768,0.172178021,0.571150866,-0.16170752,-0.310351735,0.273970405,-0.221727918,-0.354001007,-0.291590065,0.186303721,0.469155112,0.190503355,-0.10760818,-0.085584726,-0.289617464,-0.155412542,0.229000433,-0.915202241,-0.179076809,-0.197227835
