Gene	RNA_log2FC	RNA_Pval	RNA_FDR	Prot_log2FC	Prot_Pval	Prot_FDR	Meta_PVal	Meta_FDR
CD74	-1.5439682314513	8.80328162153434e-12	5.5186714558941e-08	-1.28310550137828	2.71346951459885e-09	4.34876110599883e-06	1.1031443664489e-18	4.12134735305309e-15
CD81	-0.231186872177555	0.0492399695309616	0.22851591935192	-0.70198065988956	1.46591042064876e-05	0.00041960308055713	1.0929340458101e-05	9.2484747341937e-05
CD82	-0.502421691856017	0.000487909623925662	0.00890744611209227	-0.703653260986538	0.000112241993801019	0.00166737076476795	9.70429981357512e-07	1.23527305293072e-05
CD84	-0.896356818462208	3.70232345897702e-05	0.00139722404316089	-0.674395920697788	6.72327298567969e-05	0.00118224019660428	5.1802960723643e-08	1.169400974402e-06
CD8A	-0.764396193998407	0.0203662517559295	0.126511620919552	-0.397540548306611	0.0628343938047684	0.14648532591228	0.00980395351758429	0.0247818473218504
CD9	0.133277968987008	0.442120441551008	0.799049862068293	0.155196892869003	0.46368354307015	0.606744792388724	0.529879021600131	0.611373695088971
CD93	-0.515230577004899	0.00155242882492639	0.0206913614492925	-0.123193990805315	0.500816759050589	0.638588984117056	0.00634382930727611	0.017230495304968
CDAN1	0.0250536413448161	0.815727413726763	0.979412103366344	-0.00905839014982449	0.901245302238072	0.9430992840327	0.961347783198343	0.969653163614744
CDC123	0.542065376699298	6.95244224603686e-05	0.00219755949792418	0.524741490893284	0.000236630900488847	0.00272573022136472	3.11311512910803e-07	5.00240779455811e-06
CDC16	0.187426434959503	0.0354683615390677	0.184245249677112	0.0801169066418938	0.295575097702423	0.44661813731023	0.0582670889418122	0.104641208384188
CDC23	-0.131775385916237	0.133171112655128	0.425166039796429	-0.0049580180334772	0.940919827574892	0.96678650575579	0.385560571127154	0.474571674457711
CDC27	0.075277634856282	0.26259732170594	0.623467058829092	0.182157168585838	0.0507674069613505	0.12505436318464	0.0708914285759897	0.122672708272301
CDC34	0.0251832498673856	0.839840599484403	0.979412103366344	0.103553348283786	0.409218193899083	0.558384825868749	0.710743387104655	0.76857647081199
CDC37	-0.184953744854631	0.0103546750920537	0.0790007913587859	-0.0667023238695171	0.455805008148579	0.599395394135282	0.0299985404869383	0.0611927639962881
CDC37L1	-0.0908009927621394	0.431089763331233	0.789544617924377	0.0843332635536281	0.448496561344363	0.59378417980803	0.511060380564026	0.593786839305614
CDC40	0.0118536489193843	0.90933410298209	0.979412103366344	0.0751939504496628	0.441800569954747	0.588294777830613	0.768110827452534	0.816404566532765
CDC42	-0.00736589392170117	0.93605056119132	0.979412103366344	-0.00567915252085194	0.968777329541596	0.98181606010152	0.995517694883767	0.996718238800952
CDC42BPA	0.125188566659354	0.518452715368749	0.854172315214086	-0.103587279364041	0.464525740129229	0.607507994183312	0.58369755200069	0.661919579382176
CDC42BPB	0.366018557456171	0.000800865884912918	0.0128645590648307	0.0775901425353114	0.400914647239157	0.549572607052347	0.00290378040859942	0.00908374733906905
CDC42BPG	0.0728620964325035	0.655188753263126	0.935006207951235	-0.115736124985406	0.429300539152232	0.577405812595848	0.638047832177682	0.707658216124632
CDC42EP1	-0.885085745162599	7.66935417010587e-05	0.00236754337966028	-0.355629803501592	0.00261647528585422	0.0142911354565954	3.29527286098662e-06	3.36369929197979e-05
CDC42EP4	-0.314461426464477	0.0532253952150362	0.239679664138336	-0.315359667700944	0.0514312129762885	0.126240250032708	0.0188903797658376	0.0422854756172375
CDC5L	0.287142786073763	0.0162224893185575	0.108122025677525	0.102925791863744	0.266137046869616	0.415494663700073	0.0278261092367544	0.0574990841308155
CDC73	0.342081296794856	0.000320192973974756	0.00657413551189788	0.371084553892987	0.000733192278120999	0.0058887405122503	3.81834790692892e-06	3.79902737158094e-05
CDCA8	1.163698541672	1.87048176464327e-05	0.000870624239543049	0.303069694209145	0.00905103612873722	0.0355780015922587	2.80892559187055e-06	2.92316044881014e-05
CDCP1	0.0164065584668238	0.938787813387409	0.979412103366344	0.136712617586674	0.308127792470501	0.459656154363322	0.648074802197529	0.715885022519278
CDH1	0.219489958541349	0.349513813996028	0.720843702896729	-0.0231932234357979	0.879760009053231	0.929184728662963	0.670114814796493	0.734178577149472
CDH11	-0.389994770027849	0.0403946359899775	0.200761517497368	-0.593698380185622	2.55268949476733e-05	0.000607380556661202	1.52453770580612e-05	0.000121776422366882
CDH13	0.220491503186819	0.385561498022531	0.753489599931793	-0.165198989502699	0.442712769747427	0.588788651328718	0.472459238504369	0.558490022164949
CDH17	1.41345854895808	0.0688441547611182	0.282944099174419	0.713437595950066	0.0477755393393605	0.119935716449135	0.0220931576202007	0.0479048385775217
CDH3	-0.133047718764449	0.755332460665955	0.979412103366344	-0.000642359886080801	0.996965376944928	0.997975876033776	0.966630059456903	0.973273117404929
CDH5	-0.396228499203384	0.0287561150493045	0.160285163837002	-0.461502245309388	0.0329660508518074	0.0904755911689296	0.0075470067128896	0.0199181024853234
CDH6	0.153022433906359	0.496949750866408	0.840129941435574	-0.221503225793904	0.0751983680090295	0.167025146640735	0.160200360217425	0.239595094384427
CDIPT	-0.0586718910853348	0.501915192277276	0.843830440406524	-0.553632652338036	3.40872606541138e-05	0.000756677558660124	0.000204894829533702	0.00102133033107126
CDK1	0.990186304409291	0.000113136139887515	0.00312883362631983	1.14237339198271	6.59066955813485e-07	7.37961147288805e-05	1.81335530168447e-09	8.8349611852621e-08
CDK11A	0.0392533512300011	0.777172510202969	0.979412103366344	-0.120823176610278	0.419041722264677	0.568022729806525	0.691027027962192	0.752565799873706
CDK11B	-0.022825651625058	0.77651876907641	0.979412103366344	0.242471995342676	0.0175709353039321	0.0573446641252203	0.072238259305006	0.12448438042597
CDK12	0.271261919069381	0.00535836282139382	0.0500135256902625	0.232161392079849	0.0254068237641328	0.0746325448071401	0.00134802547898435	0.00485653152312973
CDK13	-0.0625926572445605	0.473503326208094	0.821020085734802	-0.087989775806231	0.45014051095182	0.595564561858908	0.542617758240439	0.623664034698132
CDK14	-0.295057678302914	0.0681303223653532	0.281128474600142	-0.182147372735042	0.0665086453814685	0.152667116651945	0.0289853374081677	0.0595814143366792
CDK16	0.354039564734241	0.00260996308161309	0.0299698628177686	0.221428473685676	0.0141393525390479	0.0489350137419594	0.000413581795940879	0.00181781363486485
CDK17	0.0896175428076784	0.3942172977196	0.758317718413495	0.350666686091476	0.003258681062535	0.0167759280663567	0.00983676695572919	0.0248479792742422
CDK18	-0.363674408462063	0.0585094204892822	0.254610060126101	-0.245712310277691	0.0295941910709628	0.0838906071535036	0.0127419527030744	0.0306825235570003
CDK2	0.496474248970337	4.45926782658945e-05	0.00159690679975256	0.344902771393337	0.00110987603368531	0.00775284047750454	8.82025249369391e-07	1.16029800410002e-05
CDK4	0.292582521221306	0.061286635519461	0.262573846199925	-0.0774156737567316	0.634699974320581	0.754387387523713	0.165194557241075	0.245834242522468
CDK5	-0.0233019116725233	0.833581399123694	0.979412103366344	-0.166962614252737	0.152471992601253	0.279605431518772	0.389274987672358	0.478093288413923
CDK5RAP1	0.133259059530785	0.16652597937515	0.484141828312284	0.327755698125034	0.00948827717669157	0.0366533447099592	0.0117718111579212	0.0288106691686824
CDK5RAP2	0.131885566091485	0.201596255963988	0.540251729096306	0.0424020893586191	0.644272280340126	0.761012898310537	0.394989769326751	0.483196391029712
CDK5RAP3	-0.0262992347124125	0.759022983555563	0.979412103366344	-0.120836734815026	0.236602942517706	0.382624826278499	0.487955104918102	0.572640261339415
CDK6	0.234449630657478	0.190293777447299	0.523008799684926	-0.167746240953655	0.134753448665865	0.255759880944179	0.119584771706377	0.188709063186916
CDK7	-0.0127312664408104	0.93485235795249	0.979412103366344	0.00547914457097345	0.950622743539087	0.972201688288329	0.993561698290533	0.994893193463798
CDK9	-0.117379006155964	0.137614520371537	0.434060851468265	0.261805927660804	0.0028273710345049	0.0151365116056434	0.00344408628595299	0.0104144932127239
CDKAL1	-0.00212183572455693	0.984535754200863	0.992956780234001	0.163539520395414	0.131098680859328	0.250863371717246	0.39333075942781	0.481797940072885
CDKN2A	0.327273737340685	0.493013784799461	0.836752728837784	0.190819288021932	0.285185701752099	0.43611245895571	0.41643513651434	0.505015604825624
CDKN2AIP	-0.012226032459318	0.897492823643809	0.979412103366344	-0.0089686881598332	0.932396306680614	0.961699468852099	0.985896190330106	0.988144377484447
CDKN2AIPNL	0.139336790364582	0.284924371118199	0.650314130899176	0.411197784666685	0.00605925354444615	0.0264688218516426	0.0127094546299228	0.0306240067703268
CDKN2C	-0.0642159890926526	0.764714547325242	0.979412103366344	-0.477921126000621	0.00471511897710835	0.0218110060095401	0.0238887372978798	0.050897246960296
CDR2	-0.158711500700727	0.241371440905413	0.595566448204518	0.103835007795144	0.427779381910109	0.576276046331134	0.337698091294753	0.427233397065201
CDR2L	0.541710062595141	0.00328721400300444	0.0353689788373246	0.272324210920393	0.0253989183085925	0.0746325448071401	0.000867542357885102	0.00338676933025992
CDS1	-0.0265795005798211	0.862054758009302	0.979412103366344	-0.075031082442055	0.629632083528661	0.749923502027481	0.874444764476026	0.90196732194435
CDS2	0.0358529292876657	0.780671741965953	0.979412103366344	-0.155010785350742	0.0922845062052798	0.193996198301215	0.261553924906657	0.350083035888572
CDSN	-0.612565108832063	0.23498294736263	0.586987423168783	-0.469083357484003	0.00137682617133643	0.00905281042189601	0.00292349239080634	0.00912080799336325
CDV3	0.0863581650885905	0.402541877062713	0.765432948247728	0.509723189440356	0.0052035578482879	0.0235832675338477	0.0150152244806794	0.03517317912557
CDYL	0.380212576924126	5.60001293088966e-05	0.00189215181265351	0.194080466263259	0.0948724456236716	0.197798138274544	6.98396807620548e-05	0.000421520270318314
CEACAM5	-0.538948975217815	0.476111373858948	0.822921004337197	0.374551863717722	0.308413086528654	0.459947126146654	0.428537644826072	0.516481926740412
CEACAM6	-0.960060954152659	0.0299510381120779	0.164550521282991	0.154921869262933	0.513241961374317	0.649140248156819	0.079553841079765	0.134668396136838
CEACAM8	-2.39609660276061	1.33994089969378e-05	0.000691657776670272	0.429973912164365	0.0303097875477984	0.0853787356229882	6.38302833702615e-06	5.83769739709417e-05
CEBPD	0.0572470401414549	0.786679212559732	0.979412103366344	0.227554540147343	0.0785684854189225	0.172858182395836	0.233864866613643	0.321397513948343
CEBPZ	0.227688683830931	0.0325616709990955	0.173825369737046	0.558389705439143	3.25558677511587e-06	0.000170951984177464	1.80845966698995e-06	2.06617899568026e-05
CELF1	0.163322676479138	0.0632803380212072	0.267964247851967	0.417617277919503	2.19664779623733e-05	0.000553817096706988	2.01364521878715e-05	0.000153098071335542
CELF2	-0.724506972666652	0.000148918630058421	0.00379921508010161	-0.375847889937982	0.0011016426567611	0.00770947351891454	2.72709886276835e-06	2.85390514042089e-05
CELSR1	0.489371693461292	0.0127068070085111	0.0910430226812535	-0.0191316720135962	0.860539013163382	0.915905633832945	0.0603137971584165	0.10753154196318
CEMIP	0.34005796329894	0.361933895684713	0.731917963835211	0.281802960751523	0.229364983227377	0.374334463404477	0.289617172856417	0.37905404021425
CENPB	0.19875078518913	0.0841878716876633	0.321471042029787	0.257099645919477	0.0587719203684411	0.139317995543372	0.0312151805888308	0.0631230931961417
CENPC	-0.183660681100674	0.0489045602824971	0.22742083639501	-0.0635790290242518	0.523164063656425	0.658517305452144	0.119373592770412	0.188495242007717
CENPE	1.0000234434398	9.37090945416996e-05	0.00273391953849788	0.0813384992670894	0.338818995705116	0.489681658274179	0.000360608718088575	0.00162317369973363
CENPF	1.53340134511855	4.75904785462956e-07	7.45198262178972e-05	0.664950584206582	0.000658393447712512	0.00553312109368992	7.17022627250111e-09	2.51530191117973e-07
CENPV	0.510494513943896	0.0838124034594487	0.320648031868555	0.446820573467438	0.159723573591568	0.289133755381963	0.0711306548864566	0.122972756434892
CEP120	-0.316337327383073	0.00142929086539555	0.0195097256019051	-0.299118545148341	0.00258134276783907	0.0141834227530691	4.98450962283858e-05	0.000318244867801492
CEP131	0.207706876133923	0.178298553276485	0.503637266162325	0.0658280009347721	0.600299862923779	0.724946364151619	0.346210054149643	0.43586883312656
CEP135	0.108095599868288	0.333689796550347	0.70572988861239	-0.120139327265228	0.328507626108508	0.480087728443413	0.351960012701191	0.441803083916821
CEP170	0.167034575372917	0.220228498372719	0.566594592973992	0.301207805685864	0.0420587127752962	0.109162222491279	0.0526276237901048	0.0964517059013155
CEP170B	0.30983121868815	0.0328770610583109	0.175097847818004	0.049505221042136	0.566935721429211	0.696795574328009	0.0928695140495863	0.15318344569062
CEP192	0.135063771103073	0.185000942756892	0.514306783679484	-0.229980095895117	0.0461746186234386	0.116685544705895	0.0492271459630209	0.0917269911809706
CEP250	0.117063825955188	0.373016195987337	0.742478861388076	-0.133081115342379	0.130887877499301	0.250641037579325	0.196247600757417	0.280786270368939
CEP290	0.296460467336537	0.0174094592918791	0.113590385993392	0.0701786377152952	0.384449087254048	0.533770122237841	0.0402030532351723	0.0774618911225394
CEP350	0.221416299961186	0.0100751818896113	0.0776186440491242	-0.0539183980568653	0.55243858737833	0.684836763969164	0.0344591196404841	0.0684125345672356
CEP41	0.0933034027841151	0.58052717540967	0.893864005225748	-0.229633392830914	0.170990921269413	0.302491838881345	0.328563097503481	0.417592016422182
CEP44	0.0869237272030556	0.412602224398268	0.774042502410184	-0.0526765626317779	0.653677294575917	0.767373172438721	0.6231384200113	0.695353983620734
CEP57	0.145716800354315	0.105583163595439	0.369812410791425	-0.231357274706906	0.0528661420855586	0.128889787332515	0.0345414169040257	0.0685507216751341
CEP85	0.486701779022797	0.00115136922051733	0.0167824097308133	0.247359880277016	0.00827818144101884	0.0332612525023311	0.000119721304426293	0.000659377662463445
CEP89	0.339506941022477	0.00119076765519457	0.0171804283777654	0.0135415213907735	0.890042955191777	0.935891045550365	0.00831932347782933	0.021599021899354
CEP97	0.249061198924408	0.0128129299276444	0.0916185749431161	0.199493305753898	0.0595195270436649	0.140652290164638	0.00623727577132399	0.016982041382145
CEPT1	-0.153612840346409	0.0713901216606581	0.289575575920243	-0.113705853210197	0.145592000018357	0.270177306395264	0.0578577023816762	0.104121568447949
CERCAM	0.158957089859673	0.449393124714046	0.805624568284293	0.165581883288589	0.183795251487382	0.317738001736344	0.288574258325779	0.378020136432367
CERS2	0.101530275333789	0.511289816035008	0.849513896357304	-0.00191801445540823	0.992283289230873	0.995420943900378	0.851610614905069	0.883942399529525
CERS6	0.0949570030970364	0.50438985826508	0.845387098712231	0.0933291215677645	0.607794773288754	0.731659984793766	0.669025269233581	0.733415025192681
CES1	-0.482195998456423	0.18624141066994	0.516412729222476	0.0222084281368489	0.954710697974834	0.974288601310868	0.48488915873948	0.570027028650314
CES2	0.00547528010804132	0.961225370731239	0.981289029448496	0.0978556499520087	0.480697873544097	0.620555037159165	0.818797538769211	0.858639462301141
CETN2	-0.367467405259741	0.0110813110102486	0.0828539754419745	-0.0227726427149984	0.888274898494278	0.934777159623639	0.0553286042731915	0.100392261080449
CFAP20	0.126211515169935	0.275987191420532	0.639877238292366	-0.11532662733453	0.277864002998373	0.428097231653098	0.27362074771651	0.36206010663769
CFAP36	-0.142817673294251	0.2311434313464	0.581457307860152	0.11974805545638	0.402492428674753	0.551083861163382	0.31396895907496	0.402880999864005
CFAP54	-0.343023876871781	0.241035994420748	0.595095471952133	-0.216798482039737	0.0511052097779554	0.125621511364334	0.0664773317498793	0.116737631688625
CFB	-0.180212985514667	0.613824361214919	0.907657555225324	0.156706914209901	0.479566967194859	0.619725541110261	0.654360222183594	0.720934765578858
CFD	-1.17761763034754	7.46182675126602e-06	0.000478634918654572	-0.154974446349582	0.348925016770192	0.499071329768173	3.60825224739582e-05	0.000246521258943391
CFDP1	0.194706212088546	0.229634226389792	0.579098879756153	0.778908921357566	0.00423727926284915	0.0201516262193236	0.0077210457058147	0.020264015986599
CFH	-0.346471579314709	0.163205932668001	0.47929514083236	0.0551316879027511	0.713103394543205	0.81159480508998	0.36670688026888	0.456216085476035
CFI	-0.583011948874192	0.0199696248762422	0.12481180259173	0.377723154912839	0.0711916093415501	0.160703502379651	0.0107420251703391	0.0267626870611648
CFL1	0.333156412734735	0.000377944291895294	0.00740156099138296	0.484652996775451	0.000359640718540396	0.00366573551668886	2.28504387468321e-06	2.46731905081401e-05
CFL2	-0.310248336428514	0.0752807786521175	0.299168814382106	-0.0746524067786107	0.780096632787432	0.864452883429415	0.225207530605523	0.311626307445786
CFLAR	-0.537042358675215	9.84887674498372e-05	0.00283177235233649	-0.203114083941598	0.120861027706053	0.236410841161365	0.000146872901589842	0.000770820207411402
CGGBP1	-0.0630220223962823	0.466648492010211	0.815992341710234	0.0532857359809816	0.639671323719092	0.757694066396572	0.65938412383623	0.725218390350964
CGN	0.285533921288133	0.181003147584733	0.507875983496893	0.335588442280739	0.0881221380867084	0.187839294342721	0.0819574030679061	0.138017966131033
CGNL1	-0.917354608222647	2.95910089488702e-07	5.46011759929283e-05	-0.978663605450553	3.69346123580899e-08	1.40610069247248e-05	3.62277880345713e-13	1.00257048960858e-10
CHAMP1	0.183925047412554	0.111741749956778	0.383253297136005	0.25973192867297	0.0156605929951612	0.05262125113202	0.0128588692481783	0.0309274233992017
CHCHD3	0.199228259028613	0.0354764176382431	0.184245249677112	-0.262509294367952	0.0332420200028006	0.091044870611987	0.00913117743555372	0.0234219559898584
CHCHD4	0.163023117199356	0.170320252378102	0.490108383957078	-0.410558225470516	0.0148799011872007	0.0508507933749309	0.0176842274772002	0.0400493902533707
CHCHD6	-0.21707526906434	0.110970148399545	0.381713388749256	-0.40906411673229	0.00585785277300522	0.0258410724296997	0.00542039131076393	0.0151067377374219
CHD1	-0.0691356892118211	0.451199480600393	0.807106130794798	0.193193429324224	0.061043884907068	0.14327624527818	0.126477530458943	0.197294385718
CHD1L	0.643607825772659	4.60157721216418e-05	0.00163643660481074	0.339275586597842	0.0199920252011814	0.0626932783697674	1.37062671439527e-05	0.000111561250653175
CHD2	-0.011698225521938	0.895289910403634	0.979412103366344	-0.016923484421203	0.814869659058607	0.887232601754931	0.959595386238156	0.968277748274342
CHD3	-0.0909581657631398	0.378921049856172	0.74838718003218	-0.0208400332809818	0.823702598462381	0.892002785477538	0.675540318770192	0.738714658546887
CHD4	0.205259777542785	0.0435026625792051	0.210358488871044	0.142256486933801	0.11891616310686	0.233960637182334	0.0324061370530971	0.0650415448780711
CHD6	0.107455067756252	0.400908222105326	0.764070247798568	0.253442353813757	0.0155962983006086	0.0524283511085359	0.037983460375637	0.0741024584665168
CHD7	0.695195275399046	0.000101873248577595	0.00290354085414337	0.249073628337308	0.0289993427565995	0.0825732968394722	4.05686169197317e-05	0.000270650630021639
CHD8	0.101645725861156	0.336772428833522	0.708370060900356	0.17078830582881	0.0821220786577958	0.178855122111115	0.126884924677727	0.197847278212015
CHDH	0.0290591013890884	0.897530788933906	0.979412103366344	-0.537590591332049	0.00292608782629537	0.0155147860093405	0.0182319726844899	0.0411078616049094
CHEK2	0.413770180137726	0.0518640644678851	0.235775052793896	0.522538709038953	0.00453500537293535	0.0212097855709642	0.00220034499569099	0.00721411926625846
CHERP	0.0161005852694593	0.902004755646558	0.979412103366344	0.184653207054087	0.0183705308738453	0.0591180144012925	0.0845109308104405	0.141594481290393
CHI3L1	-0.699508021422292	0.0250362849673817	0.145744205129044	0.192695820774537	0.447083558043931	0.59253162940757	0.0614785732566272	0.109269243428525
CHID1	0.232570557855646	0.0526618475220424	0.237983310939306	-0.353236221042083	0.0340223216903199	0.0927482840494435	0.0131233314355192	0.0314186262371675
CHKB	-0.0396127577348029	0.703979442053035	0.958748134453824	0.242003372996627	0.0651158247897288	0.15033107639448	0.187146905651835	0.270580820245842
CHL1	0.674796457119402	0.0594918786132854	0.257289585674624	-0.101768421703722	0.531374153014245	0.665331820597017	0.14080830958868	0.215952317168845
CHM	0.00397873508070834	0.967453171955821	0.98478110525493	-0.049749975359536	0.637355093828546	0.756042686735143	0.914752965684442	0.932601195196364
CHML	1.36275923966069	1.84889886727943e-07	4.15861243512381e-05	0.782854645938979	0.00483745839528545	0.0222149627392662	1.95290460692629e-08	5.38453993466909e-07
CHMP1A	0.376563147502082	0.000878330313708917	0.0138131883559727	0.366618268399136	0.00636099249775281	0.0273254954525472	7.31627744890893e-05	0.000438389936633902
CHMP1B	0.55868339606596	5.69167990813946e-05	0.00191742473348774	0.786753262831508	1.5567573253918e-06	0.000116207355642482	2.13954463143213e-09	9.92961334537944e-08
CHMP2A	0.111282824865452	0.267461773075632	0.630276878858661	0.0401652922565684	0.681278973646261	0.787977837664079	0.492450308565016	0.576196164359192
CHMP2B	0.0436634853667082	0.713243183592237	0.963811888863067	0.194210125736471	0.155990987703596	0.284142435496455	0.355573163873042	0.445629433153198
CHMP3	0.0332286170042897	0.733243008414379	0.974046717175587	0.132436044045509	0.14759892729909	0.272771415644483	0.348869841560795	0.438404886670411
CHMP4A	-0.0137432226563685	0.923343299421671	0.979412103366344	0.319472743710817	0.0147871721482899	0.050666466981792	0.0722789205407369	0.124525730754066
CHMP4B	-0.0812189751685306	0.385477462661965	0.753351277785584	0.112162397665147	0.352477806121352	0.502107767223194	0.407078741642054	0.495389634780038
CHMP4C	0.55880875435913	0.0140211860153977	0.0973313843443364	0.167538921228433	0.197472791553765	0.335615588145171	0.0190752295843493	0.042571719072359
CHMP5	0.181133756608292	0.174807507687949	0.497928041144823	0.193050281413326	0.015358613142573	0.051996656499578	0.0185792174352095	0.0417013856040508
CHMP6	-0.136802352772687	0.18854388181786	0.520078291796972	-0.292917929123253	0.00149142473321355	0.00955063744212613	0.00258040869192389	0.00823262756022857
CHMP7	0.156559877410354	0.15229687498941	0.460145454513458	0.0849138218095762	0.349168380114489	0.4991678644746	0.209205971399544	0.295498491171529
CHN1	0.00270611513470431	0.987373556731881	0.994336995006313	0.0699901282315351	0.592304350787622	0.718236236167694	0.898550446677166	0.919629171168844
CHORDC1	0.247103153427205	0.0129627669154724	0.0923414351140796	0.712261614607228	0.000229330887937799	0.00267400517727167	4.0804209674495e-05	0.00027173712539022
CHP1	0.200780567799311	0.268171619826596	0.631094388398949	0.272079269151631	0.041261789634323	0.10773911737851	0.0609024913451147	0.108503437131783
CHPF	0.429376048380688	0.00663733361439963	0.0580474071545945	0.00793376973177712	0.94317872891216	0.967286451228025	0.0380215544829706	0.0741380623947693
CHPF2	0.0879403374202479	0.466441494782157	0.815806088245816	0.0286663324356893	0.777121230206191	0.862033952038161	0.730321223073098	0.785852560311375
CHRD	0.32195328127995	0.298083469577039	0.666463829827691	-0.267561611380631	0.278841656753777	0.428909166570355	0.289873799130422	0.3793234723472
CHRDL1	-2.04811654401352	5.62683399823946e-12	5.32973716313242e-08	-1.00461854391257	0.0140031567892398	0.0485740481973904	2.45614541482025e-12	4.70572270244537e-10
CHST12	-0.267138511058826	0.054295738601686	0.242856557233671	-0.341104169664797	0.0880499522173626	0.187821780877247	0.0303249834144174	0.0617406746791625
CHST14	-0.140822216196448	0.218311602082487	0.56389420007754	-0.680608565610684	0.0100855822680364	0.0383191733477191	0.0156734639555828	0.0363815230432168
CHST3	-0.150132874287005	0.602293717491256	0.900595618968549	0.0603707564971949	0.755806013584219	0.844788384306283	0.813464304207075	0.854040365467931
CHST7	-0.476891339705285	0.00780366783047757	0.0648768358896579	-0.680721711227086	0.0148028304066276	0.0506783951061432	0.00116279914349907	0.00431401946386545
CHTF18	0.141796805414445	0.504050086104669	0.845194420485072	0.13548549906396	0.386516383681168	0.535371551356774	0.513488963948356	0.596052437256815
CHTF8	0.227424653328667	0.0239570051361008	0.141471790928396	0.167987337453412	0.160789614229763	0.2897941465278	0.0252661066022837	0.0532469868623426
CHTOP	0.251014784463351	0.0104761145628877	0.0795747851962087	0.068569418272403	0.574829751497637	0.702597878423325	0.0368083853401257	0.0721869436381678
CHUK	0.38085271143057	0.000642149621388631	0.010888431853326	-0.117848885503696	0.220211653455782	0.363549767869108	0.00139483646789476	0.00499866574969288
CIAO1	0.196383303473575	0.00888773798112256	0.070982001818881	0.433801353984624	1.97552519892039e-06	0.000126969291146017	3.31103564823056e-07	5.2194152449837e-06
CIAPIN1	0.274783310365391	0.0203889648354001	0.126597361468967	0.394286028986943	0.00047940114046084	0.00441373673938191	0.000122530411048903	0.000670239554434407
CIB1	0.149845479904701	0.262454777984626	0.623232772423945	0.184814119871002	0.231924376948193	0.377012411881313	0.231245115066482	0.31866381978876
CIC	0.0699915116156564	0.614644982085683	0.908294097369876	-0.298532469134664	0.0184384933441224	0.0593116553959223	0.0621058162245255	0.11022675981702
CILP	-0.0414755867088394	0.921804560082398	0.979412103366344	0.484554315532478	0.0517374371458754	0.126705965400031	0.192817778257753	0.276851352640647
CILP2	-0.0434275609483383	0.921051197602881	0.979412103366344	-0.0248824063417329	0.903318084652441	0.944328170672095	0.985024209653189	0.987800415317223
CIRBP	-0.518351250910804	2.79455869564047e-06	0.000237399640942659	-0.0616850394032375	0.744411935670674	0.835488278036042	2.92969005827911e-05	0.000209881535143447
CISD1	0.451278500309129	0.000461941666746505	0.00855985288703533	0.172072360188428	0.310382820585181	0.461921713909301	0.00141228374704779	0.0050442562896468
CISD2	0.278435264599221	0.00460627776828488	0.0450032625283078	0.119248552599676	0.315188445433784	0.467077622330251	0.0109395386648754	0.0271381915351757
CISD3	0.121639654817613	0.326422829727614	0.698019425032162	-0.00727725563523102	0.960949617689774	0.977249951795103	0.677350120056169	0.740368650827925
CIT	-0.0780209675973262	0.839450802947007	0.979412103366344	-0.369764800187672	0.331459211637293	0.483010610029923	0.634189147846719	0.704424158274221
CIZ1	0.0471182718954433	0.568781255415618	0.887293137925953	-0.185726196518937	0.0658043480557795	0.151507198698731	0.160392495153821	0.239834445425126
CKAP4	0.51049046065019	0.000718367532266095	0.0118423466073722	0.150420037066793	0.337724654976807	0.488959027000078	0.00226211279930117	0.00738100735213027
CKAP5	0.403184920092134	7.58516773272056e-05	0.002347931658965	0.107642886605718	0.161943211604039	0.291084894512076	0.000151178002279959	0.000791592174517065
CKB	0.667607649649057	0.0286009826647078	0.159796603106633	1.11472912370127	0.00141022284043355	0.00923510964077232	0.000448443718125225	0.00194360293609726
CKMT1A	1.28696617501955	0.0187719168857008	0.119829897837599	0.352632635198301	0.181438764182676	0.314830161915883	0.0227593723149045	0.0489908654989738
CKMT2	0.0385610557502363	0.898142478609724	0.979412103366344	0.400300263524116	0.0222545581436147	0.0676502561532862	0.0981925972822583	0.160475740790252
CKS1B	0.926484108473629	5.07548101331783e-06	0.00036173890469362	1.17842582914171	7.66877217772033e-06	0.000282077446189191	9.71878315751125e-10	5.30063852211125e-08
CLASP1	0.226984666933551	0.00958801986045262	0.0748600555995663	0.265777275582277	0.00113740742847516	0.00787292741855443	0.000135514180038734	0.000723775520549981
CLASP2	0.101355172079066	0.188745402419235	0.520288049196778	-0.0388618163266525	0.594760151557104	0.720755020524557	0.357761799672525	0.447771552286952
CLCC1	-0.131034178052245	0.139234913894342	0.436796796508861	-0.594138694696088	0.000154165489519134	0.00206294558382897	0.000252196492411529	0.00120950718311871
CLCN3	0.190743510934626	0.0616223514573978	0.263548897894801	0.00372879081232858	0.973056628246859	0.98365018155491	0.22869781809528	0.315651376468414
CLCN7	-0.33521569468062	0.0129672355208941	0.0923616905781995	-0.449663852497869	4.87259563739124e-05	0.000960087272521668	9.65113937144345e-06	8.27937007846446e-05
CLDN18	-2.74995128684	4.56537610957003e-06	0.000337083482205003	-1.70030007286895	0.0014813684187653	0.00951523090386907	1.33987234396952e-07	2.53456358332665e-06
CLDN3	0.496377219866387	0.143349183451478	0.444520157105446	0.232799182422445	0.451037727642837	0.595894283569766	0.241727438343289	0.329579914301299
CLDN4	-0.10295733722524	0.649684219531656	0.931407435659731	-0.00888217335209049	0.938537620943373	0.965679114305789	0.911398639750346	0.930196781343339
